datetime,open,high,low,close,volume
2017-10-03 13:30:00,22564.44921875,22646.3203125,22562.900390625,22641.669921875,238830000
2017-10-04 13:30:00,22645.669921875,22685.939453125,22632.80078125,22661.640625,235730000
2017-10-05 13:30:00,22669.080078125,22777.0390625,22655.140625,22775.390625,246400000
2017-10-06 13:30:00,22762.029296875,22773.669921875,22730.849609375,22773.669921875,221450000
2017-10-09 13:30:00,22779.73046875,22803.369140625,22739.380859375,22761.0703125,310770000
2017-10-10 13:30:00,22784.759765625,22850.509765625,22770.990234375,22830.6796875,319270000
2017-10-11 13:30:00,22827.650390625,22872.890625,22821.66015625,22872.890625,316000000
2017-10-12 13:30:00,22854.849609375,22884.8203125,22821.130859375,22841.009765625,291790000
2017-10-13 13:30:00,22876.4296875,22905.330078125,22855.9296875,22871.720703125,259560000
2017-10-16 13:30:00,22892.919921875,22960.119140625,22887.119140625,22956.9609375,247180000
2017-10-17 13:30:00,22952.41015625,23002.19921875,22948.23046875,22997.439453125,273090000
2017-10-18 13:30:00,23087.130859375,23172.9296875,23086.75,23157.599609375,271870000
2017-10-19 13:30:00,23107.470703125,23167.240234375,23052.669921875,23163.0390625,350400000
2017-10-20 13:30:00,23205.1796875,23328.83984375,23201.779296875,23328.630859375,474380000
2017-10-23 13:30:00,23348.94921875,23368.369140625,23273.9609375,23273.9609375,456830000
2017-10-24 13:30:00,23346.779296875,23485.25,23343.23046875,23441.759765625,406850000
2017-10-25 13:30:00,23431.08984375,23451.509765625,23251.109375,23329.4609375,399560000
2017-10-26 13:30:00,23380.890625,23459.83984375,23380.890625,23400.859375,370600000
2017-10-27 13:30:00,23419.16015625,23449.400390625,23353.16015625,23434.189453125,518870000
2017-10-30 13:30:00,23405.75,23428.75,23327.869140625,23348.740234375,436900000
2017-10-31 13:30:00,23369.220703125,23406.349609375,23334.390625,23377.240234375,388050000
2017-11-01 13:30:00,23442.900390625,23517.7109375,23388.91015625,23435.009765625,361260000
2017-11-02 13:30:00,23463.240234375,23531.380859375,23350.98046875,23516.259765625,348040000
2017-11-03 13:30:00,23549.58984375,23557.060546875,23481.5703125,23539.189453125,312250000
2017-11-06 14:30:00,23533.9609375,23574.859375,23520.75,23548.419921875,325190000
2017-11-07 14:30:00,23574.029296875,23602.119140625,23484.189453125,23557.23046875,285080000
2017-11-08 14:30:00,23542.599609375,23575.0,23510.560546875,23563.359375,264670000
2017-11-09 14:30:00,23492.08984375,23516.740234375,23310.01953125,23461.939453125,305440000
2017-11-10 14:30:00,23432.7109375,23452.19921875,23392.9609375,23422.2109375,351280000
2017-11-13 14:30:00,23367.470703125,23461.6796875,23343.33984375,23439.69921875,491260000
2017-11-14 14:30:00,23388.400390625,23414.080078125,23271.5703125,23409.470703125,561330000
2017-11-15 14:30:00,23334.58984375,23344.990234375,23242.75,23271.279296875,404300000
2017-11-16 14:30:00,23365.33984375,23492.189453125,23365.33984375,23458.359375,402020000
2017-11-17 14:30:00,23433.76953125,23433.76953125,23356.009765625,23358.240234375,386000000
2017-11-20 14:30:00,23370.7109375,23456.880859375,23360.580078125,23430.330078125,315330000
2017-11-21 14:30:00,23500.150390625,23617.80078125,23500.150390625,23590.830078125,329650000
2017-11-22 14:30:00,23597.240234375,23605.76953125,23507.609375,23526.1796875,268760000
2017-11-24 14:30:00,23552.75,23599.1796875,23551.58984375,23557.990234375,118610000
2017-11-27 14:30:00,23552.859375,23638.919921875,23545.01953125,23580.779296875,296320000
2017-11-28 14:30:00,23625.189453125,23849.609375,23617.109375,23836.7109375,319240000
2017-11-29 14:30:00,23883.259765625,23959.759765625,23872.58984375,23940.6796875,401410000
2017-11-30 14:30:00,24013.80078125,24327.8203125,24013.80078125,24272.349609375,488200000
2017-12-01 14:30:00,24305.400390625,24322.060546875,23921.900390625,24231.58984375,417910000
2017-12-04 14:30:00,24424.109375,24534.0390625,24288.189453125,24290.05078125,424250000
2017-12-05 14:30:00,24335.009765625,24349.740234375,24155.279296875,24180.640625,371190000
2017-12-06 14:30:00,24171.900390625,24229.349609375,24134.490234375,24140.91015625,312720000
2017-12-07 14:30:00,24116.599609375,24262.880859375,24101.240234375,24211.48046875,319060000
2017-12-08 14:30:00,24263.259765625,24330.119140625,24225.5,24329.16015625,293590000
2017-12-11 14:30:00,24338.109375,24389.720703125,24314.740234375,24386.029296875,300580000
2017-12-12 14:30:00,24452.9609375,24552.970703125,24443.830078125,24504.80078125,342220000
2017-12-13 14:30:00,24525.189453125,24666.01953125,24518.30078125,24585.4296875,325280000
2017-12-14 14:30:00,24631.009765625,24672.48046875,24508.66015625,24508.66015625,314780000
2017-12-15 14:30:00,24585.7109375,24688.619140625,24584.439453125,24651.740234375,635740000
2017-12-18 14:30:00,24739.560546875,24876.0703125,24739.560546875,24792.19921875,354880000
2017-12-19 14:30:00,24834.380859375,24850.109375,24715.599609375,24754.75,335330000
2017-12-20 14:30:00,24838.08984375,24852.439453125,24697.109375,24726.650390625,341790000
2017-12-21 14:30:00,24778.259765625,24850.91015625,24766.26953125,24782.2890625,339530000
2017-12-22 14:30:00,24764.0390625,24784.150390625,24717.509765625,24754.060546875,255140000
2017-12-26 14:30:00,24715.83984375,24778.130859375,24708.419921875,24746.2109375,208290000
2017-12-27 14:30:00,24766.51953125,24789.51953125,24731.6796875,24774.30078125,225890000
2017-12-28 14:30:00,24807.2109375,24839.23046875,24797.130859375,24837.509765625,200960000
2017-12-29 14:30:00,24849.630859375,24871.66015625,24719.220703125,24719.220703125,270760000
2018-01-02 14:30:00,24809.349609375,24864.189453125,24741.69921875,24824.009765625,341130000
2018-01-03 14:30:00,24850.44921875,24941.919921875,24825.55078125,24922.6796875,456790000
2018-01-04 14:30:00,24964.859375,25105.9609375,24963.26953125,25075.130859375,403280000
2018-01-05 14:30:00,25114.919921875,25299.7890625,25112.009765625,25295.869140625,358020000
2018-01-08 14:30:00,25308.400390625,25311.990234375,25235.41015625,25283.0,341390000
2018-01-09 14:30:00,25312.05078125,25439.779296875,25308.41015625,25385.80078125,333490000
2018-01-10 14:30:00,25348.130859375,25404.919921875,25256.990234375,25369.130859375,341470000
2018-01-11 14:30:00,25398.599609375,25575.419921875,25396.189453125,25574.73046875,346830000
2018-01-12 14:30:00,25638.390625,25810.4296875,25633.080078125,25803.189453125,376390000
2018-01-16 14:30:00,25987.619140625,26086.119140625,25702.990234375,25792.859375,606520000
2018-01-17 14:30:00,25910.779296875,26130.44921875,25865.01953125,26115.650390625,522720000
2018-01-18 14:30:00,26149.55078125,26153.419921875,25947.3203125,26017.810546875,492780000
2018-01-19 14:30:00,25987.349609375,26071.720703125,25942.830078125,26071.720703125,585000000
2018-01-22 14:30:00,26025.3203125,26215.23046875,25974.650390625,26214.599609375,431200000
2018-01-23 14:30:00,26214.869140625,26246.189453125,26143.900390625,26210.810546875,433490000
2018-01-24 14:30:00,26282.0703125,26392.80078125,26106.939453125,26252.119140625,518790000
2018-01-25 14:30:00,26313.060546875,26458.25,26259.720703125,26392.7890625,401390000
2018-01-26 14:30:00,26466.740234375,26616.7109375,26425.349609375,26616.7109375,477780000
2018-01-29 14:30:00,26584.279296875,26608.900390625,26435.33984375,26439.48046875,421000000
2018-01-30 14:30:00,26198.44921875,26256.990234375,26028.419921875,26076.890625,448330000
2018-01-31 14:30:00,26268.169921875,26338.029296875,26050.98046875,26149.390625,479130000
2018-02-01 14:30:00,26083.0390625,26306.69921875,26014.439453125,26186.7109375,410620000
2018-02-02 14:30:00,26061.7890625,26061.7890625,25490.66015625,25520.9609375,522880000
2018-02-05 14:30:00,25337.869140625,25520.529296875,23923.880859375,24345.75,714450000
2018-02-06 14:30:00,24085.169921875,24946.23046875,23778.740234375,24912.76953125,823940000
2018-02-07 14:30:00,24892.869140625,25293.9609375,24785.439453125,24893.349609375,504620000
2018-02-08 14:30:00,24902.30078125,24903.6796875,23849.23046875,23860.4609375,657500000
2018-02-09 14:30:00,23992.669921875,24382.140625,23360.2890625,24190.900390625,735030000
2018-02-12 14:30:00,24337.759765625,24765.16015625,24290.48046875,24601.26953125,496610000
2018-02-13 14:30:00,24540.330078125,24705.720703125,24421.029296875,24640.44921875,374410000
2018-02-14 14:30:00,24535.8203125,24925.94921875,24490.359375,24893.490234375,431160000
2018-02-15 14:30:00,25047.8203125,25203.94921875,24809.419921875,25200.369140625,416780000
2018-02-16 14:30:00,25165.939453125,25432.419921875,25149.259765625,25219.380859375,406730000
2018-02-20 14:30:00,25124.91015625,25179.009765625,24884.189453125,24964.75,421510000
2018-02-21 14:30:00,24988.060546875,25267.990234375,24792.990234375,24797.779296875,456070000
2018-02-22 14:30:00,24855.41015625,25156.720703125,24854.830078125,24962.48046875,378900000
2018-02-23 14:30:00,25050.509765625,25313.91015625,25028.73046875,25309.990234375,335420000
2018-02-26 14:30:00,25403.349609375,25732.80078125,25398.560546875,25709.26953125,473360000
2018-02-27 14:30:00,25735.779296875,25800.349609375,25407.830078125,25410.029296875,438390000
2018-02-28 14:30:00,25485.150390625,25576.150390625,25022.419921875,25029.19921875,451870000
2018-03-01 14:30:00,25024.0390625,25185.349609375,24442.560546875,24608.98046875,506280000
2018-03-02 14:30:00,24394.91015625,24592.4609375,24217.759765625,24538.060546875,437130000
2018-03-05 14:30:00,24471.310546875,24961.0,24387.150390625,24874.759765625,383910000
2018-03-06 14:30:00,24965.890625,24995.240234375,24708.41015625,24884.119140625,331770000
2018-03-07 14:30:00,24758.150390625,24849.6796875,24535.119140625,24801.359375,394070000
2018-03-08 14:30:00,24853.41015625,24950.490234375,24703.05078125,24895.2109375,327300000
2018-03-09 14:30:00,25004.890625,25336.330078125,25004.890625,25335.740234375,371570000
2018-03-12 13:30:00,25372.439453125,25449.150390625,25152.01953125,25178.609375,362580000
2018-03-13 13:30:00,25257.75,25376.400390625,24947.5,25007.029296875,447880000
2018-03-14 13:30:00,25086.970703125,25130.119140625,24668.830078125,24758.119140625,356830000
2018-03-15 13:30:00,24837.2890625,25053.869140625,24753.2890625,24873.66015625,316310000
2018-03-16 13:30:00,24877.33984375,25031.0,24857.08984375,24946.509765625,654240000
2018-03-19 13:30:00,24893.689453125,24893.689453125,24453.140625,24610.91015625,377990000
2018-03-20 13:30:00,24650.640625,24803.609375,24650.640625,24727.26953125,342510000
2018-03-21 13:30:00,24723.490234375,24977.650390625,24655.400390625,24682.310546875,343230000
2018-03-22 13:30:00,24526.009765625,24526.009765625,23938.740234375,23957.890625,439280000
2018-03-23 13:30:00,23995.1796875,24108.470703125,23509.060546875,23533.19921875,482550000
2018-03-26 13:30:00,23825.740234375,24232.30078125,23741.220703125,24202.599609375,479540000
2018-03-27 13:30:00,24276.619140625,24446.220703125,23708.73046875,23857.7109375,524480000
2018-03-28 13:30:00,23883.080078125,24092.470703125,23728.669921875,23848.419921875,530040000
2018-03-29 13:30:00,23949.1796875,24314.30078125,23928.130859375,24103.109375,463550000
2018-04-02 13:30:00,24076.599609375,24123.80078125,23344.51953125,23644.189453125,509820000
2018-04-03 13:30:00,23698.330078125,24044.349609375,23664.330078125,24033.359375,394130000
2018-04-04 13:30:00,23654.150390625,24308.9609375,23523.16015625,24264.30078125,388540000
2018-04-05 13:30:00,24313.91015625,24622.259765625,24313.91015625,24505.220703125,347790000
2018-04-06 13:30:00,24373.599609375,24434.400390625,23738.19921875,23932.759765625,395990000
2018-04-09 13:30:00,24037.51953125,24373.1796875,23954.830078125,23979.099609375,380790000
2018-04-10 13:30:00,24198.94921875,24511.349609375,24198.94921875,24408.0,368590000
2018-04-11 13:30:00,24274.189453125,24366.5703125,24150.869140625,24189.44921875,286360000
2018-04-12 13:30:00,24302.8203125,24592.119140625,24302.8203125,24483.05078125,336130000
2018-04-13 13:30:00,24582.8203125,24646.44921875,24243.740234375,24360.140625,331890000
2018-04-16 13:30:00,24483.150390625,24675.359375,24480.19921875,24573.0390625,305070000
2018-04-17 13:30:00,24681.7890625,24858.970703125,24681.7890625,24786.630859375,342410000
2018-04-18 13:30:00,24820.849609375,24832.5390625,24721.08984375,24748.0703125,302030000
2018-04-19 13:30:00,24711.30078125,24762.48046875,24557.029296875,24664.890625,381110000
2018-04-20 13:30:00,24657.390625,24678.0703125,24375.0390625,24462.939453125,537770000
2018-04-23 13:30:00,24488.0703125,24536.890625,24328.5390625,24448.689453125,351030000
2018-04-24 13:30:00,24579.939453125,24579.939453125,23828.73046875,24024.130859375,468180000
2018-04-25 13:30:00,24070.19921875,24146.33984375,23823.080078125,24083.830078125,437100000
2018-04-26 13:30:00,24128.720703125,24402.4609375,24128.720703125,24322.33984375,390360000
2018-04-27 13:30:00,24342.140625,24359.380859375,24194.44921875,24311.189453125,392810000
2018-04-30 13:30:00,24410.41015625,24498.23046875,24163.080078125,24163.150390625,416650000
2018-05-01 13:30:00,24117.2890625,24117.2890625,23808.189453125,24099.05078125,380070000
2018-05-02 13:30:00,24097.630859375,24185.51953125,23886.30078125,23924.98046875,385350000
2018-05-03 13:30:00,23836.23046875,23996.150390625,23531.310546875,23930.150390625,389240000
2018-05-04 13:30:00,23865.220703125,24333.349609375,23778.869140625,24262.509765625,329480000
2018-05-07 13:30:00,24317.66015625,24479.44921875,24263.419921875,24357.3203125,307670000
2018-05-08 13:30:00,24341.349609375,24412.33984375,24198.33984375,24360.2109375,344940000
2018-05-09 13:30:00,24399.1796875,24586.48046875,24323.869140625,24542.5390625,361580000
2018-05-10 13:30:00,24591.66015625,24794.990234375,24575.91015625,24739.529296875,304210000
2018-05-11 13:30:00,24758.640625,24868.650390625,24717.5,24831.169921875,274150000
2018-05-14 13:30:00,24879.369140625,24994.189453125,24862.51953125,24899.41015625,282860000
2018-05-15 13:30:00,24809.55078125,24809.55078125,24629.390625,24706.41015625,301900000
2018-05-16 13:30:00,24722.3203125,24801.189453125,24672.7890625,24768.9296875,280810000
2018-05-17 13:30:00,24752.400390625,24839.490234375,24639.400390625,24713.98046875,314650000
2018-05-18 13:30:00,24707.720703125,24774.970703125,24664.869140625,24715.08984375,269700000
2018-05-21 13:30:00,24883.060546875,25086.490234375,24883.060546875,25013.2890625,308920000
2018-05-22 13:30:00,25047.55078125,25064.990234375,24812.060546875,24834.41015625,288200000
2018-05-23 13:30:00,24757.7109375,24889.4609375,24667.119140625,24886.810546875,399610000
2018-05-24 13:30:00,24877.359375,24877.359375,24605.900390625,24811.759765625,347050000
2018-05-25 13:30:00,24781.2890625,24824.220703125,24687.810546875,24753.08984375,257210000
2018-05-29 13:30:00,24606.58984375,24635.1796875,24247.83984375,24361.44921875,395810000
2018-05-30 13:30:00,24467.830078125,24714.48046875,24459.08984375,24667.779296875,324870000
2018-05-31 13:30:00,24620.7890625,24620.7890625,24352.150390625,24415.83984375,429740000
2018-06-01 13:30:00,24542.08984375,24673.599609375,24542.08984375,24635.2109375,315710000
2018-06-04 13:30:00,24727.55078125,24859.369140625,24722.140625,24813.689453125,340400000
2018-06-05 13:30:00,24820.119140625,24838.779296875,24710.8203125,24799.98046875,306340000
2018-06-06 13:30:00,24854.140625,25146.4609375,24854.140625,25146.390625,316090000
2018-06-07 13:30:00,25192.140625,25326.08984375,25164.48046875,25241.41015625,357680000
2018-06-08 13:30:00,25209.2890625,25325.630859375,25165.69921875,25316.529296875,317510000
2018-06-11 13:30:00,25336.669921875,25402.830078125,25290.19921875,25322.310546875,276740000
2018-06-12 13:30:00,25346.8203125,25364.369140625,25247.0390625,25320.73046875,265750000
2018-06-13 13:30:00,25328.650390625,25362.0703125,25191.419921875,25201.19921875,329700000
2018-06-14 13:30:00,25254.650390625,25332.5,25138.599609375,25175.310546875,341170000
2018-06-15 13:30:00,25116.7109375,25130.8203125,24894.380859375,25090.48046875,659370000
2018-06-18 13:30:00,24944.279296875,25003.099609375,24825.76953125,24987.470703125,337070000
2018-06-19 13:30:00,24763.58984375,24763.58984375,24567.75,24700.2109375,376380000
2018-06-20 13:30:00,24771.169921875,24804.759765625,24628.390625,24657.80078125,359520000
2018-06-21 13:30:00,24639.2109375,24639.2109375,24406.630859375,24461.69921875,349570000
2018-06-22 13:30:00,24526.970703125,24663.1796875,24526.970703125,24580.890625,473970000
2018-06-25 13:30:00,24463.73046875,24463.73046875,24084.390625,24252.80078125,439130000
2018-06-26 13:30:00,24281.890625,24384.2109375,24241.220703125,24283.109375,301130000
2018-06-27 13:30:00,24303.109375,24569.01953125,24115.8203125,24117.58984375,313790000
2018-06-28 13:30:00,24064.189453125,24308.16015625,23997.2109375,24216.05078125,305020000
2018-06-29 13:30:00,24323.9296875,24509.51953125,24269.7109375,24271.41015625,329070000
2018-07-02 13:30:00,24161.529296875,24319.419921875,24077.560546875,24307.1796875,244110000
